user_id	item_id	time
1636	47	1333502104
1697	1730	1333502166
1896	6126	1333502170
58	3297	1333502173
1743	44	1333502197
311	4790	1333502214
1908	2902	1333502294
1779	815	1333502403
2072	3490	1333502589
1080	2632	1333502637
2238	380	1333502650
85	2475	1333502680
1080	6856	1333502682
1080	1099	1333502709
880	1614	1333502728
2145	3462	1333502748
580	3444	1333502778
2255	194	1333502793
580	6795	1333502800
1001	271	1333502839
1445	1964	1333502841
181	1087	1333503010
1080	2077	1333503166
2238	632	1333503214
513	3455	1333503231
1724	2220	1333503350
840	5677	1333503378
58	3243	1333503382
762	1855	1333503403
504	3734	1333503455
325	794	1333503479
1445	342	1333503491
513	786	1333503511
929	1600	1333503571
945	436	1333503597
18	1929	1333503629
1001	191	1333503688
492	4723	1333503728
628	45	1333503750
1445	179	1333503765
628	153	1333503781
1070	900	1333503818
85	5761	1333503853
2165	6812	1333503904
732	5009	1333504044
2072	1248	1333504069
58	3293	1333504100
2165	5954	1333504116
1536	5083	1333504152
1220	2044	1333504173
74	47	1333504257
2165	5955	1333504260
1536	3043	1333504425
1070	306	1333504427
1667	6416	1333504472
1155	909	1333504478
620	283	1333504509
616	44	1333504577
1861	3462	1333504638
1371	7368	1333504719
620	3288	1333504783
840	1433	1333504799
1137	5582	1333504812
1379	538	1333505035
188	6491	1333505094
990	5456	1333505177
1854	2437	1333505184
338	151	1333505190
1541	44	1333505191
1137	5508	1333505295
1225	4540	1333505316
990	6001	1333505375
1701	2424	1333505489
1667	4667	1333505499
1536	5296	1333505563
1316	6636	1333505870
2047	45	1333505927
310	6789	1333506115
1701	1756	1333506321
364	2986	1333506450
230	44	1333506744
422	4210	1333506798
230	3348	1333506830
2072	7344	1333506932
2072	6319	1333507018
935	4695	1333507041
2178	295	1333507239
1701	3215	1333507309
364	2844	1333507402
996	1956	1333507443
1402	505	1333507445
364	2905	1333507508
2165	3907	1333507534
2165	4283	1333507686
2165	6806	1333507860
364	260	1333507880
338	191	1333507926
922	2369	1333507952
1861	569	1333508088
715	2368	1333508304
2047	89	1333508320
715	142	1333508359
450	5385	1333508366
364	5351	1333508451
364	6676	1333508492
1034	6772	1333508571
1141	3341	1333508583
1543	771	1333508633
1908	191	1333508647
188	969	1333508664
996	206	1333508751
715	39	1333508802
1989	1444	1333508817
1342	209	1333509029
1505	487	1333509242
922	1795	1333509278
1842	1762	1333509303
1976	222	1333509417
777	422	1333509528
1496	119	1333509736
1520	895	1333509789
155	1660	1333509816
26	189	1333509868
230	656	1333509893
1225	3693	1333510160
1531	2286	1333510161
1543	229	1333510170
580	2782	1333510271
580	2783	1333510290
1758	2443	1333510290
1496	1433	1333510301
1100	45	1333510350
785	4506	1333510601
26	196	1333510635
175	498	1333510670
1505	44	1333510691
1628	2554	1333510700
1034	4429	1333510743
1628	6437	1333510747
1531	5240	1333510830
647	6704	1333510849
382	1693	1333510898
1034	257	1333510953
1543	3448	1333510956
1633	2718	1333511000
1842	3113	1333511011
1496	2090	1333511110
37	291	1333511147
728	1956	1333511157
1049	315	1333511173
26	3255	1333511352
868	2867	1333511373
1409	3889	1333511438
1908	3050	1333511452
1409	6205	1333511508
966	3900	1333511509
1531	1905	1333511531
282	191	1333511569
996	498	1333511616
1908	1310	1333511687
922	1423	1333511730
942	498	1333511758
1320	136	1333511759
2238	6445	1333511798
875	7401	1333511835
1454	7158	1333511977
942	4696	1333511982
1049	45	1333511987
230	661	1333511996
690	7148	1333512003
1445	342	1333512190
647	6034	1333512213
690	144	1333512335
1520	118	1333512371
1849	209	1333512382
1496	1113	1333512417
690	635	1333512501
241	2551	1333512539
18	4113	1333512633
1316	6961	1333512634
1320	354	1333512667
942	144	1333512677
332	5797	1333512707
1200	325	1333512712
1445	314	1333512752
422	1485	1333512856
942	1294	1333512875
421	4192	1333512890
1630	5202	1333512940
1840	959	1333513069
647	5387	1333513076
1908	3259	1333513101
728	4566	1333513191
1520	6907	1333513246
1908	191	1333513336
64	2807	1333513370
1496	3232	1333513402
1894	422	1333513411
1496	2930	1333513461
189	3404	1333513483
249	7041	1333513541
765	306	1333513559
1532	5586	1333513563
382	1632	1333513611
1930	6850	1333513689
1324	4305	1333513715
357	6791	1333513717
1181	77	1333513738
1407	2489	1333513750
1021	4407	1333513792
1840	5173	1333513911
2072	4345	1333513952
707	932	1333513956
942	6963	1333513977
422	1348	1333513978
1301	111	1333514002
785	275	1333514014
1021	3310	1333514015
942	2936	1333514050
1225	3110	1333514074
492	5711	1333514080
1200	3161	1333514092
1894	245	1333514155
515	3991	1333514159
2238	6495	1333514159
707	301	1333514163
1683	2604	1333514235
1683	5875	1333514292
515	1675	1333514297
942	3571	1333514311
1543	4834	1333514336
296	169	1333514367
526	1562	1333514394
1444	1855	1333514421
1667	4667	1333514436
2142	778	1333514502
1200	77	1333514585
1949	3473	1333514592
1907	3835	1333514640
249	328	1333514695
1797	1884	1333514780
1797	757	1333514836
1849	259	1333514843
1976	144	1333514856
1638	5066	1333514863
419	2689	1333514869
1984	1257	1333514881
1181	388	1333514886
66	1614	1333514891
2016	4504	1333514963
1364	7014	1333514970
1908	2900	1333515018
1762	547	1333515068
1394	5199	1333515239
1531	1043	1333515261
1073	635	1333515286
1908	5472	1333515312
723	543	1333515314
1021	353	1333515314
1496	752	1333515371
1984	191	1333515388
406	2800	1333515407
1445	4235	1333515409
181	5873	1333515470
1014	191	1333515474
2026	45	1333515506
1762	4934	1333515600
1836	144	1333515647
1141	3341	1333515723
1007	340	1333515729
2047	273	1333515731
715	1458	1333515774
1301	44	1333515782
1364	263	1333515815
498	5317	1333515834
1519	1351	1333515851
1014	2318	1333515871
419	2097	1333515954
188	6748	1333516028
1082	4386	1333516067
1445	1433	1333516121
1210	340	1333516233
435	5694	1333516250
406	249	1333516255
1712	4262	1333516260
552	7365	1333516271
1080	4813	1333516274
1301	1637	1333516287
1301	3234	1333516299
159	7233	1333516344
1797	5885	1333516443
1818	4206	1333516463
1825	144	1333516487
515	305	1333516518
1023	489	1333516594
1082	45	1333516606
2047	272	1333516651
2047	400	1333516737
1114	245	1333516738
1210	510	1333516753
1926	44	1333516780
325	4923	1333516853
875	144	1333516889
1086	5253	1333516968
1114	7046	1333516984
513	3358	1333516994
1210	1523	1333517006
1490	3610	1333517012
13	1246	1333517017
338	191	1333517031
85	5846	1333517032
716	1184	1333517070
1364	301	1333517073
2047	483	1333517157
1825	136	1333517216
1114	68	1333517250
1591	333	1333517315
1949	5390	1333517339
1371	7368	1333517407
1896	6126	1333517432
715	1306	1333517438
875	5156	1333517578
26	1120	1333517600
1939	142	1333517609
148	2414	1333517617
1591	89	1333517622
1591	2568	1333517659
1696	532	1333517696
2047	6730	1333517735
1984	3288	1333517779
1984	7464	1333517803
326	191	1333517893
513	44	1333517899
338	44	1333517901
2075	7346	1333518020
2047	2952	1333518042
1082	2486	1333518101
1840	3638	1333518113
1082	1983	1333518136
1840	2946	1333518136
1082	5972	1333518179
715	3070	1333518220
338	731	1333518234
688	516	1333518234
1696	4859	1333518253
707	4006	1333518270
1926	75	1333518285
1638	6486	1333518286
1082	5894	1333518287
1591	402	1333518309
1137	5582	1333518361
1840	4349	1333518377
800	4607	1333518402
2	5120	1333518421
1778	134	1333518430
715	2003	1333518497
1840	7016	1333518508
1840	1485	1333518521
1840	3690	1333518532
188	361	1333518546
715	144	1333518600
1317	311	1333518607
1538	3402	1333518636
1317	5121	1333518637
513	281	1333518641
422	4301	1333518659
1939	3336	1333518676
326	7007	1333518745
1225	4540	1333518857
13	1012	1333518872
85	1933	1333518874
942	147	1333518886
1225	4541	1333518948
580	2781	1333519002
155	4662	1333519045
26	191	1333519076
1086	5573	1333519089
875	306	1333519138
1241	932	1333519162
1156	877	1333519173
1505	473	1333519179
419	2689	1333519206
281	523	1333519230
942	657	1333519486
196	4441	1333519614
684	5975	1333519714
326	1614	1333519757
40	1283	1333519833
511	3812	1333519902
1349	437	1333519923
338	656	1333519955
1833	1600	1333519955
80	4277	1333519958
406	267	1333520031
422	1791	1333520110
364	6677	1333520142
556	4704	1333520195
1836	422	1333520202
414	1040	1333520217
1137	958	1333520256
117	5784	1333520276
1313	3880	1333520346
422	2159	1333520370
608	6030	1333520439
1100	210	1333520468
406	2580	1333520491
1724	6754	1333520550
1293	635	1333520573
99	1348	1333520684
1840	2160	1333520696
406	3126	1333520732
744	335	1333520868
414	1830	1333520878
1293	2096	1333520891
1778	2761	1333520897
684	1537	1333520928
875	6166	1333520934
1453	144	1333520977
1572	1769	1333520981
1225	6753	1333521135
211	49	1333521143
744	45	1333521155
1090	1920	1333521155
1086	6949	1333521183
406	3858	1333521223
1014	2346	1333521230
1724	5880	1333521234
556	2692	1333521248
1220	1123	1333521262
1624	1342	1333521281
1713	2630	1333521376
985	111	1333521428
684	2613	1333521443
1572	4895	1333521480
1086	5451	1333521497
422	4478	1333521545
1624	6836	1333521657
556	263	1333521659
1667	4667	1333521932
1840	3769	1333522007
715	635	1333522018
40	3083	1333522056
1453	211	1333522069
80	1614	1333522089
406	5686	1333522111
765	306	1333522117
367	142	1333522290
1014	6528	1333522303
338	2516	1333522359
406	941	1333522363
840	3026	1333522374
414	2194	1333522389
556	131	1333522516
1128	4126	1333522527
818	144	1333522568
942	144	1333522574
338	909	1333522624
1741	144	1333522627
693	4342	1333522697
1908	2902	1333522769
104	44	1333523077
1638	6145	1333523097
1137	5582	1333523111
66	1614	1333523114
723	452	1333523160
1551	17	1333523162
1090	422	1333523201
406	683	1333523275
1021	2912	1333523280
2051	326	1333523327
1021	218	1333523381
1908	340	1333523405
1293	4358	1333523418
818	1059	1333523425
1572	211	1333523439
382	4384	1333523447
1014	1547	1333523582
60	4525	1333523596
265	645	1333523604
765	75	1333523664
1638	89	1333523673
406	3963	1333523710
996	1105	1333523715
556	144	1333523737
1049	5805	1333523741
1090	2919	1333523756
2079	2892	1333523828
556	635	1333523852
1774	430	1333523855
104	984	1333523919
729	1163	1333523988
1100	5413	1333524006
707	6030	1333524023
842	889	1333524050
1090	144	1333524081
828	7072	1333524161
188	6491	1333524206
1459	5065	1333524235
840	4072	1333524298
1379	119	1333524310
1956	333	1333524321
1012	2792	1333524335
1976	101	1333524518
1818	3894	1333524521
1090	635	1333524557
1908	3261	1333524579
883	95	1333524695
1956	356	1333524696
382	2575	1333524765
883	2117	1333524807
556	144	1333524808
117	3346	1333524809
18	1848	1333524867
1137	5508	1333524948
1741	4284	1333524948
1100	1504	1333524984
1741	2611	1333524987
1505	761	1333525011
515	305	1333525030
1780	4715	1333525039
829	3967	1333525041
1780	645	1333525088
707	5217	1333525097
1052	4795	1333525097
1976	223	1333525101
1638	5780	1333525115
515	305	1333525124
2143	144	1333525125
1638	2693	1333525147
1428	4648	1333525151
1320	4029	1333525217
1825	144	1333525220
883	2272	1333525312
1552	4450	1333525415
996	498	1333525423
1956	3824	1333525433
1825	635	1333525439
556	335	1333525451
320	89	1333525462
1371	1969	1333525498
2143	5589	1333525531
1379	509	1333525537
40	992	1333525560
1444	2048	1333525591
211	2389	1333525647
405	3052	1333525676
883	2949	1333525812
688	516	1333525847
405	1614	1333525878
556	2520	1333525907
1086	3576	1333525977
1459	210	1333526108
1911	4742	1333526131
556	3865	1333526146
414	4895	1333526155
2143	4531	1333526163
2165	3050	1333526183
515	933	1333526195
18	1936	1333526246
707	281	1333526261
281	144	1333526336
1217	6383	1333526370
715	5247	1333526383
1217	4860	1333526386
1217	6291	1333526405
1378	542	1333526410
1454	2021	1333526412
1388	2443	1333526427
1548	305	1333526531
104	667	1333526587
188	6748	1333526618
616	1964	1333526620
2051	5468	1333526622
1989	6729	1333526638
647	764	1333526641
1086	736	1333526693
419	4545	1333526702
320	4696	1333526708
966	1157	1333526736
1741	2928	1333526750
556	689	1333526812
1591	2928	1333526850
419	3892	1333526911
1090	103	1333526963
1976	238	1333526966
2143	4642	1333526979
1689	301	1333526982
534	317	1333527008
405	144	1333527021
44	273	1333527064
1939	142	1333527068
1200	6972	1333527096
2047	3571	1333527128
405	4306	1333527157
515	933	1333527167
715	34	1333527181
647	154	1333527206
729	111	1333527275
1861	155	1333527294
707	44	1333527356
44	6377	1333527371
511	1012	1333527372
840	1433	1333527381
515	306	1333527424
1667	2236	1333527500
250	3073	1333527518
1741	323	1333527648
534	301	1333527672
513	89	1333527783
1689	2311	1333527819
1933	6269	1333527873
1662	144	1333527880
616	360	1333527889
966	2414	1333527892
2238	632	1333527920
1984	2195	1333527944
204	4878	1333527948
985	335	1333527948
1181	388	1333527953
1015	6033	1333527958
1984	3288	1333527964
1638	89	1333528063
85	971	1333528099
817	632	1333528129
1908	1917	1333528198
1667	4667	1333528240
406	210	1333528248
707	932	1333528253
1908	2769	1333528269
371	6506	1333528274
1217	3420	1333528291
1662	1163	1333528300
1217	6045	1333528313
406	309	1333528331
37	4200	1333528332
463	309	1333528346
37	291	1333528354
942	2010	1333528374
985	1217	1333528383
1976	44	1333528383
1520	118	1333528390
2222	304	1333528403
966	262	1333528412
37	4277	1333528434
2079	1894	1333528435
1532	1561	1333528456
1662	2928	1333528465
817	2800	1333528472
688	4134	1333528483
2047	6571	1333528504
91	3462	1333528531
457	1288	1333528544
1490	5803	1333528599
1933	3958	1333528665
513	6579	1333528675
1137	2770	1333528681
749	4192	1333528694
1496	2930	1333528706
1939	44	1333528769
1833	5206	1333528774
463	95	1333528813
1382	425	1333528820
1662	323	1333528838
1689	1168	1333528838
1233	5070	1333528989
1933	1012	1333529016
715	936	1333529031
169	2012	1333529040
1300	5793	1333529050
268	145	1333529066
1638	1342	1333529095
326	1104	1333529108
715	40	1333529124
2143	1236	1333529134
1300	5136	1333529156
1908	3630	1333529165
1799	164	1333529199
840	144	1333529219
2238	96	1333529239
354	5032	1333529250
354	4125	1333529262
1200	4176	1333529275
1320	5541	1333529288
268	144	1333529290
1156	490	1333529306
1736	179	1333529345
1496	277	1333529370
1137	176	1333529444
817	380	1333529451
320	2568	1333529477
268	2095	1333529497
817	3801	1333529501
2238	94	1333529528
616	2385	1333529532
2047	7327	1333529575
204	2629	1333529623
749	4353	1333529688
2047	1196	1333529710
1976	222	1333529752
140	3158	1333529754
58	1499	1333529781
61	6966	1333529797
134	3717	1333529797
515	1675	1333529806
1379	119	1333529811
1572	211	1333529845
1100	750	1333529856
715	5523	1333529887
1086	5573	1333529895
647	5811	1333529904
58	3107	1333529933
140	3248	1333529996
1382	333	1333530005
515	3991	1333530060
58	2885	1333530065
1086	7362	1333530114
1933	4067	1333530133
58	1351	1333530139
2238	153	1333530228
840	3083	1333530269
1382	7234	1333530282
715	2694	1333530318
1214	7362	1333530371
406	2485	1333530388
749	313	1333530471
1288	1733	1333530488
1288	3173	1333530496
463	2485	1333530497
1288	2494	1333530502
1214	271	1333530513
2079	635	1333530531
985	635	1333530541
1780	142	1333530566
422	4143	1333530581
1712	1134	1333530598
552	4320	1333530622
1572	3628	1333530659
2206	3412	1333530668
2047	5871	1333530684
41	5999	1333530711
1757	217	1333530739
41	3039	1333530740
268	5750	1333530741
1320	2243	1333530774
1625	3200	1333530830
515	910	1333530854
1625	6446	1333530859
140	746	1333530907
1799	291	1333530963
1496	340	1333530984
118	4102	1333530992
534	222	1333530995
1799	2369	1333530997
2020	2532	1333531016
2047	635	1333531040
1020	667	1333531091
1420	5346	1333531193
715	821	1333531217
1214	7362	1333531219
1310	1531	1333531246
421	4353	1333531257
1015	4912	1333531264
1214	5253	1333531266
1086	5253	1333531272
1086	5451	1333531285
455	3187	1333531343
556	111	1333531357
720	6604	1333531399
749	313	1333531455
1799	2319	1333531464
427	2747	1333531499
2020	1817	1333531525
2238	4562	1333531545
1371	332	1333531550
1086	3576	1333531564
685	976	1333531567
556	176	1333531574
749	311	1333531617
817	6999	1333531630
332	335	1333531631
817	3846	1333531641
422	6144	1333531686
421	313	1333531689
1214	3576	1333531715
1086	6834	1333531722
421	1924	1333531723
817	210	1333531734
175	144	1333533951
817	95	1333533964
826	44	1333533993
204	1264	1333533994
1126	4277	1333534002
1465	137	1333534007
1094	3694	1333534008
1571	2448	1333534021
418	2510	1333534026
1571	4899	1333534036
1884	3615	1333534045
661	304	1333534068
1333	93	1333534077
342	144	1333534081
1571	4591	1333534098
534	7448	1333534108
695	5010	1333534112
1094	4641	1333534140
1465	4191	1333534169
277	3219	1333534196
915	1433	1333534204
817	1559	1333534206
145	4353	1333534222
1667	151	1333534229
9	176	1333534241
104	2108	1333534247
188	6750	1333534261
606	4327	1333534281
966	4071	1333534285
511	4970	1333534286
715	302	1333534314
715	7001	1333534345
620	144	1333534355
1762	1590	1333534360
1036	1836	1333534402
1522	5	1333534422
9	508	1333534437
720	6604	1333534443
620	635	1333534449
2047	144	1333534451
1536	436	1333534472
582	1830	1333534480
868	144	1333534483
62	812	1333534509
715	1384	1333534531
1551	4423	1333534535
1543	1163	1333534553
1218	194	1333534562
1388	1512	1333534587
715	5291	1333534600
332	1029	1333534605
171	281	1333534607
744	44	1333534608
1931	77	1333534611
2152	2267	1333534611
880	1614	1333534612
2110	695	1333534612
785	335	1333534614
145	284	1333534630
1090	373	1333534638
1039	1664	1333534655
2047	45	1333534661
350	191	1333534691
1333	1619	1333534696
695	5154	1333534697
1625	1193	1333534702
364	2986	1333534718
2110	543	1333534729
911	144	1333534748
326	2090	1333534796
959	1213	1333534796
1774	144	1333534827
1755	4182	1333534894
2172	1539	1333534925
1953	660	1333534935
1657	4905	1333534940
364	3350	1333534950
911	635	1333534961
58	597	1333535057
189	1523	1333535061
1667	6071	1333535064
1532	1451	1333535086
85	314	1333535126
1211	498	1333535127
1953	1524	1333535153
880	176	1333535157
1931	324	1333535164
166	510	1333535197
478	131	1333535223
1509	6392	1333535235
1333	3408	1333535248
1730	1033	1333535248
2110	3129	1333535255
1509	5707	1333535257
145	294	1333535260
817	2117	1333535263
1509	6256	1333535271
996	260	1333535299
155	425	1333535318
1586	3010	1333535355
1328	44	1333535386
1917	2238	1333535399
1931	1810	1333535412
342	1288	1333535445
1782	2306	1333535446
58	5115	1333535475
784	2287	1333535478
1538	4561	1333535503
1703	44	1333535520
868	3628	1333535530
522	2090	1333535548
40	4463	1333535553
326	133	1333535559
1819	6909	1333535685
1146	5082	1333535702
1376	354	1333535709
1599	44	1333535709
488	6950	1333535710
29	6344	1333535711
744	576	1333535758
966	4808	1333535785
2033	360	1333535790
1913	2905	1333535799
277	44	1333535801
1325	2952	1333535814
2175	45	1333535814
521	144	1333535822
1930	1193	1333535825
2110	1675	1333535831
1934	144	1333535833
2110	3991	1333535844
1020	2158	1333535934
929	2464	1333535947
1797	1878	1333535949
1819	3838	1333535950
2023	244	1333535955
1865	498	1333535957
2030	3050	1333535974
1226	459	1333535997
539	191	1333536005
885	6441	1333536007
282	3937	1333536021
2081	519	1333536050
1328	1830	1333536088
1778	1201	1333536135
2074	98	1333536163
1049	81	1333536182
2152	1547	1333536186
2152	3938	1333536202
623	846	1333536208
189	6605	1333536227
350	768	1333536240
1453	144	1333536241
2143	144	1333536241
114	763	1333536252
1333	3556	1333536253
148	270	1333536257
166	6605	1333536264
1548	2593	1333536281
342	1288	1333536283
1381	148	1333536311
817	750	1333536333
325	1330	1333536347
1056	269	1333536372
127	3240	1333536404
64	1929	1333536408
64	883	1333536424
521	6730	1333536430
521	2326	1333536460
817	4250	1333536466
85	2097	1333536485
843	44	1333536487
539	2664	1333536492
1381	193	1333536502
843	4235	1333536535
1703	263	1333536550
2156	1102	1333536550
1462	1847	1333536551
27	1314	1333536568
1774	4153	1333536571
991	1070	1333536585
477	144	1333536600
1211	3113	1333536607
639	191	1333536614
1556	4846	1333536618
843	285	1333536643
357	47	1333536666
1102	3379	1333536669
1876	144	1333536669
522	144	1333536670
817	396	1333536670
2172	2795	1333536670
173	1929	1333536675
580	4373	1333536678
2172	4878	1333536694
58	2499	1333536696
1098	89	1333536699
580	3444	1333536702
2200	3628	1333536731
332	5108	1333536743
51	645	1333536750
1472	5814	1333536760
2143	148	1333536781
929	1915	1333536783
1666	773	1333536805
1543	3357	1333536813
620	6425	1333536821
85	1405	1333536829
1373	44	1333536838
1373	1002	1333536857
1917	7148	1333536896
1049	380	1333536914
1930	765	1333536924
843	1043	1333536939
1697	2523	1333536971
1691	309	1333536980
435	897	1333536981
2001	75	1333536988
51	101	1333536999
1257	7129	1333536999
1625	1944	1333537041
51	7310	1333537058
762	160	1333537064
1508	44	1333537064
1543	3925	1333537074
1819	481	1333537092
1080	1223	1333537125
1798	105	1333537126
317	144	1333537133
817	600	1333537144
784	1808	1333537148
175	4762	1333537160
1872	1601	1333537194
1075	3686	1333537205
2143	657	1333537209
359	469	1333537231
1607	101	1333537245
580	4336	1333537268
1538	324	1333537269
2007	44	1333537277
425	4784	1333537278
1797	4600	1333537340
1056	3070	1333537346
204	4605	1333537433
51	1842	1333537445
115	5805	1333537522
13	151	1333537526
623	1929	1333537545
2007	227	1333537551
463	308	1333537554
1939	44	1333537580
1797	6475	1333537589
692	4128	1333537590
1691	3846	1333537602
1068	1288	1333537605
1798	3321	1333537607
1872	2568	1333537620
406	308	1333537638
264	6603	1333537658
2200	144	1333537658
27	3143	1333537660
1034	5163	1333537669
923	1847	1333537684
914	3335	1333537698
1543	6820	1333537721
611	2479	1333537738
1034	6954	1333537754
1332	6678	1333537784
648	211	1333537816
1797	1952	1333537829
1788	2421	1333537879
115	343	1333537883
141	60	1333537885
360	1810	1333537887
639	333	1333537923
2200	1963	1333537931
1930	1855	1333537943
1797	7093	1333537982
914	4144	1333537990
1937	3032	1333537992
251	335	1333537998
1056	6293	1333538013
2272	6487	1333538024
114	2716	1333538047
929	292	1333538051
780	1614	1333538072
114	2717	1333538094
13	44	1333538100
