user_id	item_id	time
689	4488	238620
1083	1740	239400
689	5363	239640
2057	4710	240000
1464	85	241440
285	608	241560
1259	1664	241800
74	1810	241860
1606	3042	242160
1118	4875	242460
548	1239	242760
1780	3242	242820
2057	1566	243420
520	1	243840
719	3453	243900
400	5305	244020
1325	4782	244380
1576	3507	244380
548	434	244500
1464	1369	244620
2200	5094	244620
496	4961	245220
548	4905	245220
255	2382	245520
808	693	245580
1621	655	245580
1183	4786	245640
1621	2233	245640
1621	3569	245700
1028	579	245880
1621	3870	245940
484	4216	246060
1198	2483	246540
441	3570	246780
1681	2069	246960
845	2462	247200
1493	5570	247440
130	1393	248040
1184	3540	248280
1633	476	248280
656	727	248580
840	2192	248760
2208	4835	248760
633	2489	248940
1566	2114	249240
1845	1819	249300
900	4865	249360
51	1089	249600
670	2809	249600
1460	126	249840
74	3981	249960
2237	2382	251100
1780	3043	251160
2003	1181	251700
150	5570	251880
2140	2194	251880
2237	1884	251940
938	4506	252120
690	5503	252180
1699	4735	252360
2237	3973	252960
1098	928	253080
2290	5054	253080
520	4414	253320
1090	5084	253320
2237	2420	253560
2094	3350	253740
1424	363	253920
1325	3127	254640
255	192	254760
1281	4023	254880
971	4749	254940
1083	539	255120
1688	3689	255120
171	2418	256140
656	3685	256140
520	1777	256200
255	2259	256320
566	391	256500
1742	267	257040
258	2022	257220
115	3913	257700
524	2541	258780
1223	614	258840
1223	1790	258900
938	3972	259500
346	2213	259680
1027	2935	260700
808	2615	282420
1597	537	284220
2111	3440	284640
2111	3440	284700
1352	2619	285180
15	872	287160
144	3409	287700
1938	2615	288060
1006	5348	289620
231	4825	290400
1976	4821	291900
2140	2194	291900
1963	2000	293100
926	3241	293160
1281	4967	294240
905	1368	294960
1788	728	295800
912	5338	297060
923	1844	297960
66	2573	298500
1200	3143	298680
659	1038	298800
1744	4784	301200
774	3432	301380
363	3184	301560
124	3624	301980
64	4796	302100
1411	4506	302160
1597	2875	302160
1775	1417	302160
1931	1049	303420
1118	3951	303960
351	2904	304080
2315	1046	304140
424	5451	304380
1808	411	304380
1059	4854	304500
1034	65	304680
1893	3169	304800
1387	2991	305160
1428	3052	305640
6	4936	306060
604	4419	306780
621	3971	307080
621	4068	307140
693	601	307200
255	3181	307260
935	5292	307380
909	4311	307860
231	1138	308160
1028	375	308460
869	3347	309660
869	3169	309720
909	384	310080
1930	2704	310380
909	658	310980
905	41	311580
869	3051	311700
1945	607	311700
1344	362	312360
1744	3306	313140
651	3973	313500
1200	914	316740
690	3598	316800
2249	3141	317040
74	1331	317160
51	2435	317820
1788	696	318000
241	525	318720
1698	923	319500
1415	4096	320100
1458	3825	320100
1034	2665	320820
2057	580	320820
2057	1566	320880
1234	4824	321600
1788	5206	322020
2249	1010	322020
2283	3034	322380
621	3227	323220
1415	4995	323520
619	1080	324000
619	1239	324180
572	5511	324300
677	1243	324420
619	1497	324900
905	314	325080
363	2571	325260
363	2327	325440
1027	1961	325680
846	1828	325800
548	2312	325980
1259	4129	326160
1389	4341	326160
443	3398	326400
1197	4311	326760
1401	1653	327060
656	258	327240
619	1080	327780
1129	5102	327780
523	1828	327840
1111	940	327960
2249	371	328140
231	2114	328200
1788	4674	328200
606	3203	328320
2075	3408	328320
572	1809	328440
1711	109	328440
15	1555	328860
1155	2642	328980
424	3042	329040
424	4057	329160
1224	2006	329160
130	4190	329220
651	4652	329280
606	3696	329580
633	5117	329580
1460	914	329580
1742	349	329640
258	2749	329700
1788	5138	329760
1190	4658	329880
395	4341	330120
1197	2343	330240
231	2085	330540
1267	1966	330660
496	2688	330780
1103	2045	330780
2206	4919	330780
297	3077	330900
766	5121	330900
2134	4624	331020
1197	3645	331200
2109	1411	331260
1744	2748	331620
258	294	331680
791	3080	331860
1930	4919	332100
559	237	332940
2134	4486	333240
1676	5435	333300
851	4674	333420
869	4472	333420
64	1326	333480
2086	84	333660
2140	2194	333780
248	1623	334020
1817	1968	334200
774	2971	334320
1585	422	334620
2228	674	334800
2140	4502	335160
580	3347	335520
206	2271	335880
1711	1185	336000
619	2636	336240
791	2541	336480
2202	2523	336840
512	956	336900
241	3125	337200
606	3882	337320
1184	2920	337440
896	3507	338100
47	1306	338340
1190	1397	338400
1016	4596	338820
124	199	340680
786	3598	341880
1263	3550	343020
1184	1475	345060
1027	5353	345300
297	3016	345480
960	4635	346440
512	3971	346980
65	2900	359220
2111	3440	369000
619	2636	372660
774	2002	374340
823	1744	374580
1415	546	377160
977	1593	377520
2140	2194	378060
479	1029	379020
2190	4634	379200
774	2027	382440
1711	2475	383040
1273	3051	383100
869	3051	383280
774	4875	383640
1930	3902	384060
1930	4439	385680
127	5474	386580
529	5393	387180
1129	1442	387780
659	920	387960
659	1038	388080
346	2191	389400
284	192	389520
1415	2858	390240
1931	2915	390480
351	2196	391260
1034	422	391800
258	872	391860
1744	45	391860
255	2102	391920
784	1593	392520
869	1510	392640
258	606	392700
2057	4201	392700
2283	1895	392760
1415	546	392940
121	5290	393420
219	3090	393540
2140	3369	393900
784	1780	394080
977	4862	394200
1103	772	400020
2007	1697	400200
47	389	400560
1047	5102	401400
1344	362	401700
459	1560	401880
1234	4824	402600
1464	1574	404040
1788	4920	405840
241	3279	407040
1534	4051	407100
1533	2830	409860
555	2382	409920
633	5288	410400
300	468	410460
1200	2114	411060
275	3311	412140
219	2198	412500
784	5251	412500
529	1434	412860
1394	456	413160
51	1780	413460
275	4927	413460
1788	1639	413580
1788	5205	414000
1930	3077	414060
2283	537	414300
606	4341	414420
1083	3848	414480
1129	793	414480
66	2459	414540
1534	4477	414540
1515	382	414720
1416	1262	415140
248	2382	415380
346	180	415440
258	2749	415500
248	446	415860
206	3171	415920
330	923	416040
1893	54	416160
1566	3071	416400
1437	925	416640
1630	5292	417240
690	2188	417360
2057	3286	417600
1744	1153	418320
2290	3971	418740
1027	2196	419040
1505	1545	419160
171	5409	419280
1111	2971	419340
1281	923	419340
1930	1498	419340
1084	3286	419460
1990	1224	420060
1083	3234	420300
974	3884	420360
130	3884	420420
2300	3999	420780
1237	1235	420900
441	906	421920
1401	3311	422520
203	2696	423180
580	3770	423240
1084	705	423240
346	2792	424560
1416	5487	424740
529	4974	425520
1027	391	425580
65	4206	425700
65	4358	425760
65	2025	425880
1597	537	426180
1762	4792	428340
923	555	429420
1711	5550	429480
621	2716	431580
2094	3350	432480
2191	2066	433140
1945	1437	433320
346	2213	433980
2250	5435	434760
606	3704	435780
144	3409	460020
1621	5002	461160
1646	2615	461160
265	2672	462360
231	4825	462900
621	3971	464040
926	2573	465060
926	3241	466020
559	5004	467700
548	4890	468420
774	1682	469080
1352	3863	469620
1762	436	469800
2191	1920	470160
774	2027	470520
774	4890	470580
1530	3695	470760
65	1836	471840
559	3598	472680
2209	1843	473880
774	166	473940
606	24	474180
974	873	475140
1267	873	475200
2089	2426	475620
1084	2723	476040
512	2322	476760
706	754	476940
1566	3183	477180
1652	1653	477300
124	24	477360
363	4188	477540
2237	1233	477540
1267	4674	477780
640	1356	477960
900	1096	478020
670	2073	478320
441	3591	479520
559	2275	480300
1688	2263	481380
1281	4967	481680
2046	2959	481800
1963	3430	481860
241	3079	482280
693	601	482520
1762	4297	482520
1621	2182	482640
1384	487	482820
65	4358	483420
2250	4291	483540
1119	1159	483840
197	3770	483960
2057	1442	485280
1034	4773	485880
1267	4530	486600
2046	4868	487080
1788	728	488400
656	1884	488760
1027	2392	488760
782	5555	489300
512	1902	489780
1389	3753	489900
1387	4967	490320
4	5138	490500
656	2048	491160
1103	2382	491340
621	5189	491640
1200	914	492180
284	363	493020
124	2573	493260
1059	1593	493560
1352	1239	494340
1103	180	494520
1187	100	495240
1415	4995	495720
1103	474	495900
606	1434	496020
459	4163	496140
572	4122	497040
504	4551	497100
1990	3973	497220
206	2939	497280
559	143	498360
1813	5090	498900
459	2680	499140
1931	3728	499260
1059	1780	499680
395	1953	499920
2109	1958	500220
2057	4859	500400
241	1958	500760
1059	4890	500940
1788	799	500940
1118	4875	501000
2086	5102	501060
905	809	501300
1788	3104	501540
1198	2877	501660
804	4141	501780
1441	3414	502020
1949	1958	502080
1084	4710	502200
1817	5154	502620
1621	3077	502680
2046	40	502680
1437	3125	502920
1441	5339	503100
2075	1939	503100
606	1076	503460
1762	2754	503460
548	1068	503580
219	923	503640
960	2701	503760
277	5295	503820
580	3269	504000
845	1958	504060
1687	1153	504120
621	2420	504240
1656	18	504240
621	1614	504300
1963	3884	504360
206	5138	504540
1118	4375	504720
1415	895	504900
388	4763	505500
258	4633	505680
1267	3042	505800
1200	4547	506040
1684	4859	506340
1684	809	506460
2057	1958	506460
2057	809	506520
1684	1958	506580
1441	18	507360
559	3395	507480
1416	5130	507480
1027	1377	507780
346	2213	507840
633	24	508440
559	1108	508920
1711	5497	508980
619	2636	509160
905	1958	509220
2206	4787	509220
1090	1265	509520
1270	5425	509640
1437	1424	509640
657	1059	510240
1684	428	510300
2319	1059	510360
1281	753	510480
2057	428	510480
1083	3543	510960
2109	4250	511620
2109	1409	511680
441	4787	511800
2086	4729	512100
621	145	512460
2109	2985	512460
2086	5348	512640
752	659	512700
2140	2194	513000
171	3347	513180
459	1382	513240
1676	5154	513360
1223	2579	513480
1617	2304	513540
2140	2025	513900
974	24	514320
2191	2103	514620
2086	1593	515880
395	3539	516060
65	844	516960
47	1306	517020
1621	225	518160
2134	4743	518340
1656	959	523020
2046	4383	524400
76	4341	529680
297	2881	543840
1352	2149	543840
65	4206	543960
65	4358	544020
65	2025	544080
1118	5517	545820
65	4927	546000
65	1480	546000
1464	1574	546180
65	5163	546660
1656	1902	547680
346	2213	547920
621	3971	549600
231	4825	549780
1281	4967	550200
2140	2194	551220
1963	2000	552660
1469	3996	553140
479	5516	554100
1279	1546	554100
2069	3512	554520
1525	2875	555360
926	3241	557460
1333	2462	557940
2191	1920	559980
810	5138	561300
926	2573	561420
926	5147	561480
1963	1805	562200
974	3171	562620
520	4969	562740
1047	5102	563040
231	2058	563220
706	4955	563280
572	2279	563460
2057	3034	563700
1676	2795	563820
2118	3562	563820
1267	1200	564000
670	5078	564600
1684	125	564960
6	2246	565020
1022	2602	565200
1428	5154	565440
241	3847	565680
1652	4163	565860
2111	4481	565920
1034	3908	566520
1084	1287	566880
76	398	567660
441	4976	567720
512	1319	568020
523	3447	568260
2111	4093	568380
2057	4079	568620
1256	1599	569640
2111	3311	570000
1415	1130	570060
1111	3030	570300
2094	5121	570480
1234	5102	571440
381	3698	572400
2057	580	573000
1415	4995	573180
2249	395	573180
1047	928	573240
1652	5206	574440
2057	1566	574920
116	24	575100
2051	2851	575580
1234	4824	575820
363	3646	576360
1084	2580	576600
1263	70	577380
1389	3458	579360
1982	377	579360
2051	722	580260
1931	2237	581400
1788	2002	583200
1242	1044	583500
1611	91	583740
1389	4784	584100
1163	1783	584820
1184	458	585300
1711	1884	585960
124	5102	586140
1084	580	586260
1711	1329	586740
231	3853	587100
1118	4875	587100
1441	2203	587100
1534	3699	587100
1129	295	587220
564	4960	587400
1533	3022	587580
1684	3886	587580
116	5302	587880
1267	3787	587880
1084	965	588060
529	1434	588120
529	3182	588180
1684	965	588180
171	923	588240
346	2195	588240
1190	4501	588300
1118	4533	589260
1200	1393	589500
1344	2006	589560
6	1742	589800
1534	1010	590100
1281	3702	590400
1566	4399	590400
1617	2340	590400
900	2826	590520
1034	726	590700
1744	2053	590760
1788	1653	590940
258	2481	591180
1650	614	591240
171	4201	591360
1908	2295	591360
279	5055	591540
1854	3017	591600
1034	3717	591780
690	4855	591840
1016	2890	591900
2150	377	592440
1437	925	592560
1945	363	592800
2046	1176	592800
621	5266	593160
1813	3714	593220
811	4920	593400
66	5083	593760
792	4609	593820
47	5550	594060
441	4854	594360
1622	4338	594600
346	669	595200
1090	1238	595500
116	3738	595740
808	214	595980
621	2194	596100
1854	3973	596580
621	5054	596700
2283	4920	596760
1775	777	596940
150	4875	598020
2140	2194	598020
621	1593	598080
2191	809	598200
2140	822	598500
2191	4250	598500
2046	4383	598560
76	4518	598980
330	3970	599400
559	1252	601980
2191	3060	604320
2046	1636	604440
529	4974	609000
1768	1128	610500
1611	3973	611460
1630	1442	620820
1098	872	624000
1458	3054	631500
231	3739	633180
1415	4995	634500
774	889	635640
330	4133	635760
231	4825	635940
926	2573	637320
926	3241	638100
1281	4967	642840
774	4777	642960
1027	2525	644520
1813	457	646260
1027	1961	646320
1027	1912	647040
1606	5158	648780
443	1534	649380
2057	1558	649800
2109	2392	650100
666	47	650220
2111	5531	650220
2250	3415	650460
1059	1094	650520
706	3233	650700
6	311	650760
518	5015	651120
1681	5158	651180
1469	1298	651300
171	1603	651780
255	4129	652320
443	1317	652440
1775	3347	652500
621	2322	652680
1813	2974	653400
231	982	653940
424	3398	654660
1945	967	654840
1389	2532	655740
284	362	657120
923	1844	657240
1027	3171	658080
1042	580	659100
210	2556	659160
2094	5591	659160
2249	2158	659700
1279	1546	660120
1307	5313	660240
974	4767	660480
1033	1678	660720
606	1434	660840
974	3306	664020
633	2741	664200
935	1133	665460
1788	5062	665640
2057	580	665640
1788	3938	666300
1281	2567	666660
1084	580	667200
1788	1386	667320
279	3562	667800
621	3764	668640
1034	2665	669720
606	1884	669780
704	2247	669780
791	3971	669960
512	1319	670140
2190	920	670260
559	4206	670500
621	1449	670500
1113	3732	670500
363	207	670980
1084	3863	671280
124	5102	671520
1352	4969	671520
288	2494	671760
1098	5159	672000
1098	2321	672600
1118	3349	673140
656	873	673740
606	2859	674160
621	4859	674160
923	4900	674400
1242	966	674640
1084	705	674760
1428	1700	674820
1384	2422	674940
1533	89	675060
1325	982	675360
97	560	675840
1515	1355	675840
1534	4758	676080
896	3507	676260
1711	1	676380
2290	2615	676560
1187	3507	677100
1520	4758	677160
1279	2509	677280
1263	994	677400
363	1182	677760
288	4578	677880
774	4703	677940
1098	4371	678060
1441	3732	678600
330	4515	678840
121	1168	678900
330	4515	679020
2140	2194	679200
1111	4632	679860
1384	1277	679860
963	4358	680100
1566	928	681360
2002	2792	681420
2002	3127	681900
346	2213	681960
1788	3109	681960
2133	3205	682020
1426	2896	682800
939	4819	682860
1788	3507	682920
2228	674	683040
606	1858	685320
1384	3660	686160
512	3971	686580
1622	4749	687960
2190	3863	688140
621	192	688380
621	4323	688500
2109	484	691740
2140	2375	692280
1384	3370	692640
606	2615	692820
1622	2562	693060
1090	3835	693240
2126	3539	693300
1281	231	694020
504	5235	694620
1730	2272	694620
2140	2259	695160
606	614	696900
633	3973	697440
248	54	697620
606	36	697740
2140	1911	699360
1101	1533	705840
1098	3973	707160
606	542	709320
1101	2671	709800
1630	1470	710340
2249	895	715140
65	4206	716760
65	4358	716820
1267	3971	721500
974	3971	721560
265	18	722220
1181	3188	723180
1111	2641	723660
1415	4995	725340
1823	1560	725520
1389	5596	726300
1009	1142	727980
1587	5215	728280
883	5512	728580
2185	3649	728640
1931	342	729180
706	5503	730020
1187	2731	730260
1200	4547	730560
1990	124	731100
1113	1224	731820
553	1746	732060
306	1058	732360
231	4703	733560
279	124	733620
275	5443	733920
275	5443	733980
275	2845	733980
272	4403	734700
2111	512	734940
1307	2234	735180
1129	716	735480
1047	1819	735720
327	3565	737040
523	4527	737880
306	5130	737940
206	4869	738300
792	725	739620
1149	4292	739980
231	2098	740160
1181	4211	741000
1621	691	741000
1963	1138	741660
1437	2525	742380
1963	4881	742380
1945	386	742500
1621	1449	742740
1813	4975	742860
601	5255	742920
1285	5015	742920
1621	2580	742980
621	1593	743220
565	4743	743880
1928	520	744000
1411	756	744120
2185	872	744240
523	5448	744300
1103	91	744420
1945	2879	745140
1525	3598	745320
1084	1573	745800
241	4523	745980
253	1224	746460
666	408	746460
1621	3077	747240
279	1963	747540
197	2462	747720
1576	1144	747900
520	4868	748020
1930	3902	748200
150	4769	748500
600	4637	748620
2283	3034	748620
1103	4994	748860
1155	1393	748980
231	3718	749580
1928	4818	749700
85	5586	750240
1428	260	750360
206	1884	751140
1084	2382	751200
1416	4872	751200
606	252	751500
171	4263	751560
1187	1533	751740
564	5191	752700
1441	5012	752940
476	4341	753300
351	4425	753420
1533	24	753540
231	4243	753840
206	4920	754080
1155	1961	754080
1034	675	754200
388	4025	754620
2140	3408	754980
580	1573	755040
1084	1252	755340
2191	3598	755340
823	3570	755580
47	5320	756180
621	3468	756900
621	3288	757200
824	5458	757260
210	2486	757500
1129	1359	757740
621	1078	757920
621	872	757920
1098	4433	758220
1163	1884	758220
1281	1790	758220
1163	2205	758280
896	4787	758400
656	837	758700
1428	3606	759360
1281	1753	759780
1515	47	760140
523	436	760500
808	1212	760560
203	1966	760800
284	1284	760860
633	2090	761520
651	5222	761880
248	1243	762000
121	4654	762540
1622	5206	762540
1027	1961	762660
51	641	762900
1630	3179	763140
47	377	763380
66	2429	764340
441	3570	764400
1908	2295	764580
1411	4506	764640
241	3575	765000
443	2572	765120
2290	555	765240
1200	4506	765300
782	1961	765720
488	4357	766140
1387	314	766560
905	1958	766680
1437	1810	766740
1027	3780	766860
1163	4528	766980
1187	267	767520
1711	1653	767940
670	3550	768240
1101	4664	768360
124	121	768540
905	3405	769200
1384	1798	769200
2109	555	770760
203	4997	771960
1823	5458	772380
1464	268	773100
1263	4633	773640
76	3543	774900
1676	3042	777720
1	2201	778920
1742	3405	779820
804	3430	782100
633	3231	783900
1811	363	784200
2191	3864	784260
2126	2406	785100
1711	1185	786300
2191	4250	789480
1352	2506	789960
2102	3527	793800
1101	484	796920
65	2025	802980
65	4358	802980
1098	3510	803280
2114	408	804300
1813	3714	805260
1633	3592	809220
1788	5596	809940
219	3971	811080
124	4506	811200
124	1881	812220
974	2615	812820
601	982	813060
2126	260	813960
938	5269	815280
284	782	815520
351	180	816840
441	2428	818160
1458	5557	818340
1352	3913	818580
2140	1446	819240
1059	5049	819300
766	3123	821160
1059	1780	821280
1437	925	821280
1118	5001	821340
479	5516	821760
479	471	821760
14	4053	821880
1307	5313	822600
1346	4989	822720
1047	3728	823140
926	1525	823500
1119	3100	823680
1845	5036	824700
381	2104	825000
443	1935	825000
467	1571	825900
2190	967	826320
258	4398	826380
1945	5586	826440
351	1986	826500
2290	2817	826800
2111	3440	827280
621	3145	827400
1047	966	827460
1155	2931	827760
206	2666	828060
1780	1777	828060
1190	2327	828240
1200	2618	828660
130	1945	828900
1344	1426	829440
346	2213	829680
810	814	829680
1415	487	829800
1931	4859	829920
831	2156	830040
1103	2680	830160
1738	711	830400
1224	3672	830820
1242	3171	830880
938	4604	831420
1823	1560	831900
346	1780	832020
1129	1442	832680
1187	267	832920
15	2149	832980
467	91	833220
1187	1449	833640
1684	1442	833880
2290	1609	834420
210	3998	834480
1344	1252	834720
2191	1884	834720
1034	270	834840
1098	2066	835020
74	5472	835260
346	3724	835260
1059	4163	835260
1428	260	835380
1242	3652	835620
938	967	835740
1103	4187	835860
923	3104	836700
1184	4680	837240
1530	1127	837300
548	154	838380
1281	2723	838440
1533	1884	838740
2111	1884	838740
351	252	838920
203	2188	838980
1242	1810	839220
1242	1810	839280
2111	3544	839580
351	1812	840120
351	5596	840240
241	1409	840420
1352	40	840540
1762	2742	840600
1187	5320	841140
2111	180	841140
1394	3854	841200
2185	2680	841380
1437	1145	841800
241	3405	841860
66	3648	842460
1384	270	842460
1047	5061	842640
2104	5320	843120
1931	3752	843780
548	72	844020
823	906	844140
1084	580	844200
1533	4835	844320
1441	3453	844380
2185	5320	844800
1115	3977	845040
666	1163	845400
1120	4859	845460
1630	5168	845820
823	1606	845880
1437	3125	846060
601	553	846120
2191	5320	846120
2290	1393	846300
2057	3234	846360
300	4538	846720
210	2852	846960
346	3019	847020
548	3738	847020
666	1181	847200
171	2656	847260
241	4859	847320
656	873	847440
494	4117	847500
2057	5327	847620
621	1780	847740
1281	753	847740
1585	1645	847860
1990	2812	847860
1267	4859	847980
1267	5320	848160
2290	484	848400
124	3595	848580
1047	2084	848580
606	4842	848760
1042	255	848820
651	3347	849420
2126	733	849420
1187	981	849480
129	4674	849720
1576	364	849840
1676	162	849840
2263	4715	849900
1597	537	850800
470	5320	850980
656	3570	851100
2122	433	851160
272	1023	851340
1441	5493	851400
2140	3483	851640
2191	966	851640
548	1653	851700
1263	3863	851760
1187	2343	852000
1187	1624	852000
1200	3171	852000
1931	1944	852060
1111	1777	852360
2094	3350	852480
1187	100	852540
1344	4506	852720
2057	1591	852840
1047	928	852900
1945	5164	853200
241	5320	853260
706	3125	853920
1118	3934	853920
346	2625	854100
1129	3550	854400
1200	1810	854760
76	4383	855060
939	1907	855360
2111	1358	855540
1938	2615	855720
121	3339	855960
231	5051	856020
1711	565	856380
621	5595	856740
2051	1393	856740
621	2615	856860
1344	3685	857580
896	4023	857640
1281	4291	857700
66	1006	857940
2290	4703	858120
171	1843	858480
633	2945	858480
121	1184	858600
601	753	858720
1129	4376	859380
1263	745	860040
1530	213	860160
621	4854	860280
504	4509	860880
1428	3992	860940
752	46	861120
1621	2103	861360
2191	598	861420
1622	4506	861840
1963	1659	862140
1098	2225	862260
1281	2331	862500
670	1810	862800
690	5503	863640
2191	3162	865920
670	1997	867780
1854	3660	869100
689	5363	870840
2046	424	871860
346	2213	872040
640	5511	873240
818	1884	875460
2249	4330	876120
1811	3973	881940
512	3971	882900
2250	5580	890520
619	4540	894060
619	895	894780
1111	3148	896280
2114	4009	896280
1111	3600	896400
974	3054	897120
548	2910	897600
774	2164	898140
1688	847	898200
1520	4614	898500
219	522	899340
2126	260	900180
74	1501	900360
974	24	900480
1344	362	900720
479	3600	901620
1688	1823	902160
1684	4376	903420
351	3270	903960
974	1393	904380
1200	3600	905400
255	3319	905760
1281	4967	906360
1845	111	906540
559	3000	906780
1437	3018	907080
619	2158	907560
719	3066	908520
774	3942	908580
1893	5327	909060
619	2300	909120
1845	91	909180
619	5336	909300
